This is Ipopt version 3.14.17, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:      810
Number of nonzeros in inequality constraint Jacobian.:      345
Number of nonzeros in Lagrangian Hessian.............:     1221

Total number of variables............................:      323
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      290
                     variables with only upper bounds:        0
Total number of equality constraints.................:      197
Total number of inequality constraints...............:      134
        inequality constraints with only lower bounds:       92
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:       42

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 197  2.8564106e+01 2.29e-06 9.20e-02  -5.7 1.08e-02    -  1.00e+00 1.00e+00h  1
 198  2.8578105e+01 2.27e-06 8.96e-02  -5.7 1.06e-02    -  1.00e+00 1.00e+00h  1
 199  2.8592011e+01 2.24e-06 8.73e-02  -5.7 1.05e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  2.8605823e+01 2.22e-06 8.51e-02  -5.7 1.03e-02    -  1.00e+00 1.00e+00h  1
 201  2.8619539e+01 2.20e-06 8.29e-02  -5.7 1.02e-02    -  1.00e+00 1.00e+00h  1
 202  2.8633159e+01 2.18e-06 8.08e-02  -5.7 1.00e-02    -  1.00e+00 1.00e+00h  1
 203  2.8646682e+01 2.16e-06 7.87e-02  -5.7 9.90e-03    -  1.00e+00 1.00e+00h  1
 204  2.8660107e+01 2.14e-06 7.67e-02  -5.7 9.76e-03    -  1.00e+00 1.00e+00h  1
 205  2.8673433e+01 2.12e-06 7.48e-02  -5.7 9.63e-03    -  1.00e+00 1.00e+00h  1
 206  2.8686660e+01 2.11e-06 7.30e-02  -5.7 9.50e-03    -  1.00e+00 1.00e+00h  1
 207  2.8699789e+01 2.09e-06 7.12e-02  -5.7 9.37e-03    -  1.00e+00 1.00e+00h  1
 208  2.8712818e+01 2.07e-06 6.94e-02  -5.7 9.25e-03    -  1.00e+00 1.00e+00h  1
 209  2.8725747e+01 2.05e-06 6.78e-02  -5.7 9.13e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  2.8738578e+01 2.03e-06 6.61e-02  -5.7 9.01e-03    -  1.00e+00 1.00e+00h  1
 211  2.8751309e+01 2.02e-06 6.46e-02  -5.7 8.89e-03    -  1.00e+00 1.00e+00h  1
 212  2.8763941e+01 2.00e-06 6.30e-02  -5.7 8.78e-03    -  1.00e+00 1.00e+00h  1
 213  2.8776476e+01 1.98e-06 6.16e-02  -5.7 8.66e-03    -  1.00e+00 1.00e+00h  1
 214  2.8788915e+01 1.97e-06 6.01e-02  -5.7 8.55e-03    -  1.00e+00 1.00e+00h  1
 215  2.8801262e+01 1.95e-06 5.88e-02  -5.7 8.45e-03    -  1.00e+00 1.00e+00h  1
 216  2.8813529e+01 1.94e-06 5.74e-02  -5.7 8.34e-03    -  1.00e+00 1.00e+00h  1
 217  2.8825765e+01 1.92e-06 5.61e-02  -5.7 8.24e-03    -  1.00e+00 1.00e+00h  1
 218  2.8838659e+01 1.91e-06 3.10e+03  -5.7 8.14e-03    -  4.01e-01 1.00e+00h  1
 219  2.8854414e+01 1.89e-06 5.34e-02  -5.7 8.06e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  2.8864483e+01 1.88e-06 5.23e-02  -5.7 7.95e-03    -  1.00e+00 1.00e+00h  1
 221  2.8876367e+01 1.87e-06 5.11e-02  -5.7 7.86e-03    -  1.00e+00 1.00e+00h  1
 222  2.8888204e+01 1.85e-06 5.00e-02  -5.7 7.76e-03    -  1.00e+00 1.00e+00h  1
 223  2.8899833e+01 1.84e-06 4.90e-02  -5.7 7.67e-03    -  1.00e+00 1.00e+00h  1
 224  2.8911368e+01 1.83e-06 4.79e-02  -5.7 7.58e-03    -  1.00e+00 1.00e+00h  1
 225  2.8922810e+01 1.81e-06 4.69e-02  -5.7 7.49e-03    -  1.00e+00 1.00e+00h  1
 226  2.8934159e+01 1.80e-06 4.59e-02  -5.7 7.40e-03    -  1.00e+00 1.00e+00h  1
 227  2.8945415e+01 1.79e-06 4.50e-02  -5.7 7.31e-03    -  1.00e+00 1.00e+00h  1
 228  2.8956580e+01 1.78e-06 4.40e-02  -5.7 7.23e-03    -  1.00e+00 1.00e+00h  1
 229  2.8967656e+01 1.76e-06 4.31e-02  -5.7 7.14e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  2.8978642e+01 1.75e-06 4.23e-02  -5.7 7.06e-03    -  1.00e+00 1.00e+00h  1
 231  2.8989543e+01 1.74e-06 4.14e-02  -5.7 6.98e-03    -  1.00e+00 1.00e+00h  1
 232  2.9000364e+01 1.73e-06 4.06e-02  -5.7 6.90e-03    -  1.00e+00 1.00e+00h  1
 233  2.9011121e+01 1.72e-06 3.98e-02  -5.7 6.82e-03    -  1.00e+00 1.00e+00h  1
 234  2.9021890e+01 1.71e-06 3.90e-02  -5.7 6.74e-03    -  1.00e+00 1.00e+00h  1
 235  2.9034784e+01 1.69e-06 3.77e+03  -5.7 6.66e-03    -  1.79e-01 1.00e+00h  1
 236  3.0636051e+01 1.64e-06 9.27e-02  -5.7 1.60e+00    -  1.00e+00 1.00e+00h  1
 237  2.9862791e+01 1.62e-06 6.00e-02  -5.7 7.78e-01    -  1.00e+00 1.00e+00f  1
 238  2.9873299e+01 1.60e-06 6.57e-01  -5.7 5.59e-03    -  1.00e+00 1.00e+00h  1
 239  2.9912883e+01 1.58e-06 5.66e-02  -5.7 3.50e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  2.9921290e+01 1.57e-06 5.46e-02  -5.7 3.90e-03    -  1.00e+00 1.00e+00h  1
 241  2.9929721e+01 1.55e-06 5.26e-02  -5.7 4.02e-03    -  1.00e+00 1.00e+00h  1
 242  2.9937952e+01 1.54e-06 5.07e-02  -5.7 3.92e-03    -  1.00e+00 1.00e+00h  1
 243  2.9945996e+01 1.52e-06 4.89e-02  -5.7 3.82e-03    -  1.00e+00 1.00e+00h  1
 244  2.9953861e+01 1.51e-06 4.72e-02  -5.7 3.73e-03    -  1.00e+00 1.00e+00h  1
 245  2.9961552e+01 1.49e-06 4.56e-02  -5.7 3.65e-03    -  1.00e+00 1.00e+00h  1
 246  2.9969074e+01 1.48e-06 4.41e-02  -5.7 3.56e-03    -  1.00e+00 1.00e+00h  1
 247  2.9976433e+01 1.47e-06 4.26e-02  -5.7 3.48e-03    -  1.00e+00 1.00e+00h  1
 248  2.9983634e+01 1.46e-06 4.12e-02  -5.7 3.40e-03    -  1.00e+00 1.00e+00h  1
 249  2.9990681e+01 1.44e-06 3.99e-02  -5.7 3.33e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  2.9997579e+01 1.43e-06 3.86e-02  -5.7 3.25e-03    -  1.00e+00 1.00e+00h  1
 251  3.0004333e+01 1.42e-06 3.74e-02  -5.7 3.18e-03    -  1.00e+00 1.00e+00h  1
 252  3.0010948e+01 1.41e-06 3.62e-02  -5.7 3.11e-03    -  1.00e+00 1.00e+00h  1
 253  3.0017426e+01 1.40e-06 3.51e-02  -5.7 3.04e-03    -  1.00e+00 1.00e+00h  1
 254  3.0023772e+01 1.39e-06 3.40e-02  -5.7 2.98e-03    -  1.00e+00 1.00e+00h  1
 255  3.0029989e+01 1.38e-06 3.30e-02  -5.7 2.91e-03    -  1.00e+00 1.00e+00h  1
 256  3.0036082e+01 1.37e-06 3.20e-02  -5.7 2.85e-03    -  1.00e+00 1.00e+00h  1
 257  3.0042055e+01 1.36e-06 3.10e-02  -5.7 2.79e-03    -  1.00e+00 1.00e+00h  1
 258  3.0047909e+01 1.35e-06 3.01e-02  -5.7 2.73e-03    -  1.00e+00 1.00e+00h  1
 259  3.0053649e+01 1.34e-06 2.92e-02  -5.7 2.68e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  3.0059277e+01 1.33e-06 2.84e-02  -5.7 2.62e-03    -  1.00e+00 1.00e+00h  1
 261  3.0064797e+01 1.32e-06 2.76e-02  -5.7 2.57e-03    -  1.00e+00 1.00e+00h  1
 262  3.0070212e+01 1.31e-06 2.68e-02  -5.7 2.52e-03    -  1.00e+00 1.00e+00h  1
 263  3.0075523e+01 1.30e-06 2.61e-02  -5.7 2.47e-03    -  1.00e+00 1.00e+00h  1
 264  3.0080735e+01 1.29e-06 2.53e-02  -5.7 2.42e-03    -  1.00e+00 1.00e+00h  1
 265  3.0085850e+01 1.29e-06 2.46e-02  -5.7 2.37e-03    -  1.00e+00 1.00e+00h  1
 266  3.0090870e+01 1.28e-06 2.40e-02  -5.7 2.32e-03    -  1.00e+00 1.00e+00h  1
 267  3.0095797e+01 1.27e-06 2.33e-02  -5.7 2.28e-03    -  1.00e+00 1.00e+00h  1
 268  3.0100635e+01 1.26e-06 2.27e-02  -5.7 2.23e-03    -  1.00e+00 1.00e+00h  1
 269  3.0105384e+01 1.26e-06 2.21e-02  -5.7 2.19e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  3.0110048e+01 1.25e-06 2.15e-02  -5.7 2.15e-03    -  1.00e+00 1.00e+00h  1
 271  3.0114629e+01 1.24e-06 2.10e-02  -5.7 2.11e-03    -  1.00e+00 1.00e+00h  1
 272  3.0119129e+01 1.23e-06 2.05e-02  -5.7 2.07e-03    -  1.00e+00 1.00e+00h  1
 273  3.0123549e+01 1.23e-06 1.99e-02  -5.7 2.03e-03    -  1.00e+00 1.00e+00h  1
 274  3.0127891e+01 1.22e-06 1.94e-02  -5.7 1.99e-03    -  1.00e+00 1.00e+00h  1
 275  3.0132159e+01 1.21e-06 1.89e-02  -5.7 1.95e-03    -  1.00e+00 1.00e+00h  1
 276  3.0136352e+01 1.21e-06 1.85e-02  -5.7 1.92e-03    -  1.00e+00 1.00e+00h  1
 277  3.0140474e+01 1.20e-06 1.80e-02  -5.7 1.88e-03    -  1.00e+00 1.00e+00h  1
 278  3.0144526e+01 1.20e-06 1.76e-02  -5.7 1.85e-03    -  1.00e+00 1.00e+00h  1
 279  3.0148509e+01 1.19e-06 1.72e-02  -5.7 1.81e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  3.0152425e+01 1.18e-06 1.68e-02  -5.7 1.78e-03    -  1.00e+00 1.00e+00h  1
 281  3.0156277e+01 1.18e-06 1.64e-02  -5.7 1.75e-03    -  1.00e+00 1.00e+00h  1
 282  3.0160065e+01 1.17e-06 1.60e-02  -5.7 1.72e-03    -  1.00e+00 1.00e+00h  1
 283  3.0163790e+01 1.17e-06 1.56e-02  -5.7 1.69e-03    -  1.00e+00 1.00e+00h  1
 284  3.0167456e+01 1.16e-06 1.52e-02  -5.7 1.66e-03    -  1.00e+00 1.00e+00h  1
 285  3.0171063e+01 1.16e-06 1.49e-02  -5.7 1.63e-03    -  1.00e+00 1.00e+00h  1
 286  3.0174614e+01 1.15e-06 1.46e-02  -5.7 1.60e-03    -  1.00e+00 1.00e+00h  1
 287  3.0178110e+01 1.15e-06 1.42e-02  -5.7 1.57e-03    -  1.00e+00 1.00e+00h  1
 288  3.0181555e+01 1.14e-06 1.39e-02  -5.7 1.55e-03    -  1.00e+00 1.00e+00h  1
 289  3.0184953e+01 1.14e-06 1.36e-02  -5.7 1.52e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  3.0188312e+01 1.13e-06 1.33e-02  -5.7 1.49e-03    -  1.00e+00 1.00e+00h  1
 291  3.0191654e+01 1.13e-06 1.30e-02  -5.7 1.47e-03    -  1.00e+00 1.00e+00h  1
 292  3.0195055e+01 1.13e-06 1.27e-02  -5.7 1.44e-03    -  1.00e+00 1.00e+00h  1
 293  3.0199125e+01 1.12e-06 1.00e+03  -5.7 1.42e-03    -  6.71e-01 1.00e+00h  1
 294  3.0222062e+01 1.12e-06 1.21e-02  -5.7 1.99e-02    -  1.00e+00 1.00e+00h  1
 295  3.0215047e+01 1.11e-06 1.19e-02  -5.7 1.01e-02    -  1.00e+00 1.00e+00f  1
 296  3.0218197e+01 1.11e-06 1.17e-02  -5.7 1.34e-03    -  1.00e+00 1.00e+00h  1
 297  3.0222901e+01 1.10e-06 1.14e-02  -5.7 1.76e-03    -  1.00e+00 1.00e+00h  1
 298  3.0225858e+01 1.10e-06 1.12e-02  -5.7 1.30e-03    -  1.00e+00 1.00e+00h  1
 299  3.0228713e+01 1.10e-06 1.09e-02  -5.7 1.28e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  3.0231530e+01 1.09e-06 1.07e-02  -5.7 1.26e-03    -  1.00e+00 1.00e+00h  1
 301  3.0234305e+01 1.09e-06 1.05e-02  -5.7 1.24e-03    -  1.00e+00 1.00e+00h  1
 302  3.0237039e+01 1.09e-06 1.03e-02  -5.7 1.22e-03    -  1.00e+00 1.00e+00h  1
 303  3.0239732e+01 1.08e-06 1.01e-02  -5.7 1.20e-03    -  1.00e+00 1.00e+00h  1
 304  3.0242387e+01 1.08e-06 9.87e-03  -5.7 1.18e-03    -  1.00e+00 1.00e+00h  1
 305  3.0245003e+01 1.07e-06 9.67e-03  -5.7 1.16e-03    -  1.00e+00 1.00e+00h  1
 306  3.0247581e+01 1.07e-06 9.48e-03  -5.7 1.14e-03    -  1.00e+00 1.00e+00h  1
 307  3.0250123e+01 1.07e-06 9.30e-03  -5.7 1.12e-03    -  1.00e+00 1.00e+00h  1
 308  3.0252628e+01 1.06e-06 9.11e-03  -5.7 1.11e-03    -  1.00e+00 1.00e+00h  1
 309  3.0255099e+01 1.06e-06 8.94e-03  -5.7 1.09e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  3.0257535e+01 1.06e-06 8.77e-03  -5.7 1.07e-03    -  1.00e+00 1.00e+00h  1
 311  3.0259939e+01 1.06e-06 8.60e-03  -5.7 1.06e-03    -  1.00e+00 1.00e+00h  1
 312  3.0262311e+01 1.05e-06 8.43e-03  -5.7 1.04e-03    -  1.00e+00 1.00e+00h  1
 313  3.0264652e+01 1.05e-06 8.27e-03  -5.7 1.02e-03    -  1.00e+00 1.00e+00h  1
 314  3.0266965e+01 1.05e-06 8.12e-03  -5.7 1.01e-03    -  1.00e+00 1.00e+00h  1
 315  3.0269253e+01 1.04e-06 7.97e-03  -5.7 9.93e-04    -  1.00e+00 1.00e+00h  1
 316  3.0271519e+01 1.04e-06 7.82e-03  -5.7 9.78e-04    -  1.00e+00 1.00e+00h  1
 317  3.0273776e+01 1.04e-06 7.67e-03  -5.7 9.64e-04    -  1.00e+00 1.00e+00h  1
 318  3.0276049e+01 1.03e-06 7.53e-03  -5.7 9.49e-04    -  1.00e+00 1.00e+00h  1
 319  3.0278445e+01 1.03e-06 7.39e-03  -5.7 9.35e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  3.0282086e+01 1.03e-06 1.48e+03  -5.7 1.46e-03    -  4.72e-01 1.00e+00h  1
 321  3.0303916e+01 1.03e-06 7.16e-03  -5.7 1.97e-02    -  1.00e+00 1.00e+00h  1
 322  3.0296794e+01 1.02e-06 2.88e+02  -5.7 9.75e-03    -  8.96e-01 1.00e+00f  1
 323  3.1557169e+01 6.22e-07 9.47e-03  -5.7 1.26e+00    -  1.00e+00 1.00e+00h  1
 324  3.0883193e+01 6.22e-07 1.90e-03  -5.7 6.75e-01    -  1.00e+00 1.00e+00f  1
 325  3.0888587e+01 6.20e-07 1.93e+01  -6.0 6.60e-03    -  9.90e-01 1.00e+00h  1
 326  3.1075629e+01 6.18e-07 5.52e-03  -6.0 1.88e-01    -  1.00e+00 1.00e+00h  1
 327  3.1074298e+01 6.16e-07 5.43e-03  -6.0 7.81e-04    -  1.00e+00 1.00e+00h  1
 328  3.1075114e+01 6.14e-07 5.37e-03  -6.0 2.15e-03    -  1.00e+00 1.00e+00h  1
 329  3.1075865e+01 6.12e-07 5.31e-03  -6.0 2.08e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  3.1076614e+01 6.10e-07 5.26e-03  -6.0 2.07e-03    -  1.00e+00 1.00e+00h  1
 331  3.1077361e+01 6.08e-07 5.20e-03  -6.0 2.05e-03    -  1.00e+00 1.00e+00h  1
 332  3.1078105e+01 6.06e-07 5.15e-03  -6.0 2.04e-03    -  1.00e+00 1.00e+00h  1
 333  3.1078848e+01 6.04e-07 5.10e-03  -6.0 2.03e-03    -  1.00e+00 1.00e+00h  1
 334  3.1079588e+01 6.02e-07 5.04e-03  -6.0 2.02e-03    -  1.00e+00 1.00e+00h  1
 335  3.1080326e+01 6.00e-07 4.99e-03  -6.0 2.01e-03    -  1.00e+00 1.00e+00h  1
 336  3.1081062e+01 5.98e-07 4.94e-03  -6.0 2.00e-03    -  1.00e+00 1.00e+00h  1
 337  3.1081796e+01 5.96e-07 4.89e-03  -6.0 1.98e-03    -  1.00e+00 1.00e+00h  1
 338  3.1082528e+01 5.94e-07 4.84e-03  -6.0 1.97e-03    -  1.00e+00 1.00e+00h  1
 339  3.1083258e+01 5.92e-07 4.79e-03  -6.0 1.96e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  3.1083986e+01 5.90e-07 4.75e-03  -6.0 1.95e-03    -  1.00e+00 1.00e+00h  1
 341  3.1084711e+01 5.88e-07 4.70e-03  -6.0 1.94e-03    -  1.00e+00 1.00e+00h  1
 342  3.1085435e+01 5.86e-07 4.65e-03  -6.0 1.93e-03    -  1.00e+00 1.00e+00h  1
 343  3.1086157e+01 5.84e-07 4.61e-03  -6.0 1.92e-03    -  1.00e+00 1.00e+00h  1
 344  3.1086877e+01 5.82e-07 4.56e-03  -6.0 1.91e-03    -  1.00e+00 1.00e+00h  1
 345  3.1087596e+01 5.80e-07 4.52e-03  -6.0 1.90e-03    -  1.00e+00 1.00e+00h  1
 346  3.1088312e+01 5.79e-07 4.47e-03  -6.0 1.89e-03    -  1.00e+00 1.00e+00h  1
 347  3.1089027e+01 5.77e-07 4.43e-03  -6.0 1.88e-03    -  1.00e+00 1.00e+00h  1
 348  3.1089741e+01 5.75e-07 4.39e-03  -6.0 1.87e-03    -  1.00e+00 1.00e+00h  1
 349  3.1090454e+01 5.73e-07 4.35e-03  -6.0 1.86e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  3.1091165e+01 5.71e-07 4.31e-03  -6.0 1.85e-03    -  1.00e+00 1.00e+00h  1
 351  3.1091876e+01 5.70e-07 4.27e-03  -6.0 1.84e-03    -  1.00e+00 1.00e+00h  1
 352  3.1092588e+01 5.68e-07 4.23e-03  -6.0 1.83e-03    -  1.00e+00 1.00e+00h  1
 353  3.1093302e+01 5.66e-07 4.19e-03  -6.0 1.82e-03    -  1.00e+00 1.00e+00h  1
 354  3.1094021e+01 5.64e-07 4.15e-03  -6.0 1.81e-03    -  1.00e+00 1.00e+00h  1
 355  3.1094753e+01 5.63e-07 4.11e-03  -6.0 1.80e-03    -  1.00e+00 1.00e+00h  1
 356  3.1095518e+01 5.61e-07 4.07e-03  -6.0 1.79e-03    -  1.00e+00 1.00e+00h  1
 357  3.1096405e+01 5.59e-07 4.03e-03  -6.0 1.78e-03    -  1.00e+00 1.00e+00h  1
 358  3.1098301e+01 5.58e-07 8.41e+02  -6.0 1.78e-03    -  5.35e-01 1.00e+00h  1
 359  3.1106774e+01 5.56e-07 3.99e-03  -6.0 7.81e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  3.1103552e+01 5.54e-07 3.94e-03  -6.0 3.89e-03    -  1.00e+00 1.00e+00f  1
 361  3.1104355e+01 5.53e-07 3.91e-03  -6.0 1.75e-03    -  1.00e+00 1.00e+00h  1
 362  3.1105396e+01 5.51e-07 3.87e-03  -6.0 1.75e-03    -  1.00e+00 1.00e+00h  1
 363  3.1106072e+01 5.49e-07 3.84e-03  -6.0 1.74e-03    -  1.00e+00 1.00e+00h  1
 364  3.1106736e+01 5.48e-07 3.80e-03  -6.0 1.73e-03    -  1.00e+00 1.00e+00h  1
 365  3.1107403e+01 5.46e-07 3.77e-03  -6.0 1.72e-03    -  1.00e+00 1.00e+00h  1
 366  3.1108079e+01 5.45e-07 3.74e-03  -6.0 1.71e-03    -  1.00e+00 1.00e+00h  1
 367  3.1108782e+01 5.43e-07 3.70e-03  -6.0 1.70e-03    -  1.00e+00 1.00e+00h  1
 368  3.1109588e+01 5.42e-07 3.67e-03  -6.0 1.69e-03    -  1.00e+00 1.00e+00h  1
 369  3.1111558e+01 5.40e-07 1.08e+03  -6.0 1.69e-03    -  3.82e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  3.1123766e+01 5.38e-07 3.61e-03  -6.0 1.16e-02    -  1.00e+00 1.00e+00h  1
 371  3.1118669e+01 5.37e-07 3.58e-03  -6.0 5.72e-03    -  1.00e+00 1.00e+00f  1
 372  3.1119410e+01 5.35e-07 3.54e-03  -6.0 1.66e-03    -  1.00e+00 1.00e+00h  1
 373  3.1120447e+01 5.34e-07 3.51e-03  -6.0 1.65e-03    -  1.00e+00 1.00e+00h  1
 374  3.1121074e+01 5.32e-07 3.48e-03  -6.0 1.65e-03    -  1.00e+00 1.00e+00h  1
 375  3.1121692e+01 5.31e-07 3.45e-03  -6.0 1.64e-03    -  1.00e+00 1.00e+00h  1
 376  3.1122307e+01 5.30e-07 3.43e-03  -6.0 1.63e-03    -  1.00e+00 1.00e+00h  1
 377  3.1122922e+01 5.28e-07 3.40e-03  -6.0 1.62e-03    -  1.00e+00 1.00e+00h  1
 378  3.1123534e+01 5.27e-07 3.37e-03  -6.0 1.61e-03    -  1.00e+00 1.00e+00h  1
 379  3.1124145e+01 5.25e-07 3.34e-03  -6.0 1.61e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  3.1124754e+01 5.24e-07 3.31e-03  -6.0 1.60e-03    -  1.00e+00 1.00e+00h  1
 381  3.1125362e+01 5.22e-07 3.28e-03  -6.0 1.59e-03    -  1.00e+00 1.00e+00h  1
 382  3.1125968e+01 5.21e-07 3.26e-03  -6.0 1.58e-03    -  1.00e+00 1.00e+00h  1
 383  3.1126572e+01 5.20e-07 3.23e-03  -6.0 1.58e-03    -  1.00e+00 1.00e+00h  1
 384  3.1127175e+01 5.18e-07 3.20e-03  -6.0 1.57e-03    -  1.00e+00 1.00e+00h  1
 385  3.1127776e+01 5.17e-07 3.18e-03  -6.0 1.56e-03    -  1.00e+00 1.00e+00h  1
 386  3.1128376e+01 5.15e-07 3.15e-03  -6.0 1.55e-03    -  1.00e+00 1.00e+00h  1
 387  3.1128974e+01 5.14e-07 3.13e-03  -6.0 1.55e-03    -  1.00e+00 1.00e+00h  1
 388  3.1129571e+01 5.13e-07 3.10e-03  -6.0 1.54e-03    -  1.00e+00 1.00e+00h  1
 389  3.1130166e+01 5.11e-07 3.08e-03  -6.0 1.53e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  3.1130760e+01 5.10e-07 3.05e-03  -6.0 1.53e-03    -  1.00e+00 1.00e+00h  1
 391  3.1131352e+01 5.09e-07 3.03e-03  -6.0 1.52e-03    -  1.00e+00 1.00e+00h  1
 392  3.1131943e+01 5.07e-07 3.00e-03  -6.0 1.51e-03    -  1.00e+00 1.00e+00h  1
 393  3.1132533e+01 5.06e-07 2.98e-03  -6.0 1.51e-03    -  1.00e+00 1.00e+00h  1
 394  3.1133122e+01 5.05e-07 2.96e-03  -6.0 1.50e-03    -  1.00e+00 1.00e+00h  1
 395  3.1133710e+01 5.03e-07 2.93e-03  -6.0 1.49e-03    -  1.00e+00 1.00e+00h  1
 396  3.1134297e+01 5.02e-07 2.91e-03  -6.0 1.49e-03    -  1.00e+00 1.00e+00h  1
 397  3.1134884e+01 5.01e-07 2.89e-03  -6.0 1.48e-03    -  1.00e+00 1.00e+00h  1
 398  3.1135471e+01 5.00e-07 2.87e-03  -6.0 1.47e-03    -  1.00e+00 1.00e+00h  1
 399  3.1136059e+01 4.98e-07 2.84e-03  -6.0 1.47e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  3.1136650e+01 4.97e-07 2.82e-03  -6.0 1.46e-03    -  1.00e+00 1.00e+00h  1
 401  3.1137246e+01 4.96e-07 2.80e-03  -6.0 1.45e-03    -  1.00e+00 1.00e+00h  1
 402  3.1137856e+01 4.95e-07 2.78e-03  -6.0 1.45e-03    -  1.00e+00 1.00e+00h  1
 403  3.1138498e+01 4.93e-07 2.76e-03  -6.0 1.44e-03    -  1.00e+00 1.00e+00h  1
 404  3.1139246e+01 4.92e-07 2.74e-03  -6.0 1.43e-03    -  1.00e+00 1.00e+00h  1
 405  3.1140617e+01 4.91e-07 3.62e+02  -6.0 1.43e-03    -  7.72e-01 1.00e+00h  1
 406  3.1146008e+01 4.90e-07 2.67e-03  -6.0 4.85e-03    -  1.00e+00 1.00e+00h  1
 407  3.1144101e+01 4.89e-07 2.66e-03  -6.0 2.46e-03    -  1.00e+00 1.00e+00h  1
 408  3.1144781e+01 4.87e-07 2.64e-03  -6.0 1.40e-03    -  1.00e+00 1.00e+00h  1
 409  3.1145679e+01 4.86e-07 2.62e-03  -6.0 1.40e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  3.1146249e+01 4.85e-07 2.60e-03  -6.0 1.39e-03    -  1.00e+00 1.00e+00h  1
 411  3.1146792e+01 4.84e-07 2.58e-03  -6.0 1.38e-03    -  1.00e+00 1.00e+00h  1
 412  3.1147334e+01 4.83e-07 2.56e-03  -6.0 1.38e-03    -  1.00e+00 1.00e+00h  1
 413  3.1147875e+01 4.82e-07 2.54e-03  -6.0 1.37e-03    -  1.00e+00 1.00e+00h  1
 414  3.1148414e+01 4.80e-07 2.53e-03  -6.0 1.37e-03    -  1.00e+00 1.00e+00h  1
 415  3.1148952e+01 4.79e-07 2.51e-03  -6.0 1.36e-03    -  1.00e+00 1.00e+00h  1
 416  3.1149488e+01 4.78e-07 2.49e-03  -6.0 1.36e-03    -  1.00e+00 1.00e+00h  1
 417  3.1150023e+01 4.77e-07 2.47e-03  -6.0 1.35e-03    -  1.00e+00 1.00e+00h  1
